verdict,confidence,name,sponsor,amount_min,amount_max,num_awards,deadline,opens,gpa_min,gpa_scale,gender,military_affiliation,employer_affiliation,income_max,renewal_years,recommendation_letters,beneficiary_scope,geo_scope,estimated_effort_minutes,need_based,merit_based,first_generation,disability,residency_required,renewable,essay_required,transcript_required,fafsa_required,counties,cities,high_schools,majors,activities,clubs_organizations,college_plan,citizenship,heritage,class_year,enrollment_status,destination_institutions,eligibility_raw,name_before_enrichment,source_url,source_org,source_county,source_file
award,0.95,DeBartolo Family Foundation Scholarship,DeBartolo Family Foundation,,,,3/27/26,,,,,,,,,,open,county,,,True,,,,,,,,"[""Hillsborough"", ""Pasco"", ""Pinellas"", ""Polk""]",[],[],[],[],[],"[""University"", ""Community College"", ""Technical School""]",[],[],"[""high school senior""]",[],[],"DeBartolo Family Foundation Scholarship-Due 3/27/26 The DeBartolo Family Foundation is dedicated to helping the youth in our community. Every student’s story is different and the Foundation is committed to helping students achieve their dream of attending college. The DeBartolo Family Foundation scholarship program was created to recognize Tampa Bay area high school graduating seniors who have achieved academic excellence despite obstacles and are dedicated to continuing their education. A one-time scholarship award is given to students prior to the start of their freshman year of college and can be used for any college-related expenses. To qualify for a DeBartolo Family Foundation scholarship, all applicants must be a current high school senior in Hillsborough, Pasco, Pinellas or Polk Counties and must have plans to continue his/her education at a University, Community College or Technical School starting in summer or fall after your graduation. Download our 2025-2026 scholarship application HERE . GFWC Woman&#8217;s Club of",DeBartolo Family Foundation Scholarship,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.95,Zephyrhills Scholarship,Woman's Club of Zephyrhills,,,,3/28/26,,,,,,,,,2,open,city,120,True,,,,,,True,,,[],"[""Zephyrhills""]",[],[],[],[],"[""community colleges"", ""universities"", ""trade schools""]",[],[],[],[],[],"Zephyrhills Scholarship-Due 3/28/26 Each year the Woman’s Club of Zephyrhills offers scholarships to individuals pursuing continuing education in all fields at either community colleges, universities, or trade schools. Scholarship monies are paid directly to the educational entity you plan to attend. Please read these instructions carefully as all requirements must be met for consideration of a scholarship. The application is to be completed by the applicant. Please type or print legibly. Two letters of reference are required—one must be from non-relative academic professional, the other may be from immediate supervisors and/or community service administrators who can attest to your abilities. Reference letters must be on letterhead, include an original signature and a telephone number where that person may be reached. Attach a biographical statement of 250 words or less to include educational background, career goals, financial need, activities you have taken part in for home, school, community, or church, and how the scholarship will help you achieve your goal. Please include YOUR best telephone number where you can be reached with the results of your application. Please mail your completed application form with all required documents no later than March 28, 2026 to: GFWC Woman’s Club of Zephyrhills Attn: Scholarship Committee PO Box 735 Zephyrhills, FL 33539-0735 Email any questions regarding this application to info@gfwczephyrhills.org Applications are available on our website at www.gfwczephyrhills.org Microsoft Word &#8211; 2026",Zephyrhills Scholarship,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.95,Arts Scholarships,Tampa Bay Business Coalition for the Arts,2500,2500,6,3/29/26,2/11/26,,,,,,,,,open,county,,,True,,,,,,,,"[""Hillsborough"", ""Pinellas"", ""Manatee"", ""Pasco""]",[],[],"[""instrumental music"", ""vocal music"", ""theatre"", ""dance"", ""visual arts"", ""literary arts""]",[],[],"[""pursuing higher education in the arts""]",[],[],"[""junior"", ""senior""]",[],[],"Arts Scholarships-Due 3/29/26 The Tampa Bay Business Coalition for the Arts annually awards six or more $2,500 scholarships to Tampa Bay–area high school juniors and seniors with exceptional talent in instrumental and vocal music, theatre, dance, visual arts, and literary arts who are pursuing higher education in the arts. Founded in 2008 by the late Charlie Hounchell, former Tampa Bay BCA president, the CHASS program was later renamed in his honor. To date, Tampa Bay BCA has awarded over $280,000 in tuition assistance to more than 102 students, the majority from public high schools across the Tampa Bay region. Eligible students in Hillsborough, Pinellas, Manatee, and Pasco counties may apply in one or multiple disciplines (separate online applications required for each). There is no application fee, and all materials must be submitted online. Applications open February 11, 2026, and close March 29, 2026. Scholarships — Tampa Bay Business Coalition for the",Arts Scholarships,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.95,Tampa Bay Scholarship,BadgeWives of Tampa Bay Inc,500,1000,,"April 3rd, 2026",,,,,,,,,,open,city,,True,True,,,,,,,,[],"[""Tampa Bay""]",[],"[""law enforcement"", ""criminal justice"", ""corrections"", ""forensics""]","[""public service"", ""leadership""]",[],"[""law enforcement or related fields""]",[],[],"[""high school seniors""]","[""high school seniors pursuing post high school education"", ""enrolled/accepted into a law enforcement academy""]",[],"Tampa Bay Scholarship-Due 4/3/26 Award: $500- $1000 Deadline: April 3rd, 2026 Awards Available for 2026: 2- 4 The Mission of BadgeWives of Tampa Bay Inc is to promote positive law enforcement relationships within the community, to seek community support for law enforcement, provide support for law enforcement families in need, and to encourage stronger relationships within families. This scholarship is designed to recognize students who demonstrate a similar passion for public service, and who demonstrate leadership, financial need and a desire to pursue a career in law enforcement or related fields. Eligibility: Current high school seniors who are pursuing post high school education in law enforcement or related fields including: criminal justice, corrections, and forensics. Non high school Applicants enrolled/accepted into a law enforcement academy are also eligible. BadgeWives2026Scholarship Download Ridge League of",Tampa Bay Scholarship,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.95,RLC Academic Scholarship,Ridge League of Cities,2500,2500,5,,,,,,,,,,,,,120,True,True,,,,,True,,,[],[],[],[],"[""community service""]",[],[],[],[],"[""high school seniors""]",[],[],"Academic Scholarships RLC Academic Scholarship Application 2026 Download The Ridge League of Cities will award five (5) $2,500 scholarships to deserving high school seniors who intend on furthering their education and achieving academic experiences in a university setting. Scholarship applicants will be judged on community service, financial need, GPA, leadership, and a statement of education and career goals. Vocational/Trade scholarships RLC Vocational &#8211;",Academic Scholarships RLC Academic Scholarship,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.92,Trade Scholarship,Ridge League of Cities,1250,1250,5,,,,,,,,,,,,region,,,,,,,,,,,[],[],[],[],[],[],"[""trade/vocational certificate or degree""]",[],[],"[""high school seniors""]",[],"[""Hillsborough Community College"", ""Pasco Hernando State College"", ""Polk State College"", ""South Florida State""]","Trade Scholarship Application 2026 Download The Ridge League of Cities will award five (5) $1,250 scholarships to deserving high school seniors who intend to learn a trade, and/or obtain a vocational certificate or degree at one of the following state colleges or schools located within the Ridge League: Hillsborough Community College Pasco Hernando State College Polk State College South Florida State",Trade Scholarship,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.95,Tom Fisher Foundation Scholarship,Tom Fisher Foundation,1000,1000,,4/10/26,,,,,,,,,,open,school,,,,,,True,,,,,[],[],"[""Zephyrhills High School""]",[],[],[],"[""college or trade school""]","[""US Citizen or Permanent Resident""]",[],"[""High School Senior""]",[],[],"Tom Fisher Foundation Scholarship-Due 4/10/26 Amount: $1000 Tom &#8220;Coach&#8221; Fisher was diagnosed about 7 years ago with Progressive Supranuclear Palsy (PSP). This is a rare neurological disorder that affects body movements, walking and balance, eye movements, muscle movements and other important functions. Fisher&#8217;s friends and family have started the Tom Fisher Foundation. Our mission is to restore community spirit through engaging activities and impactful fundraising events that raise awareness for Progressive Supranuclear Palsy (PSP). Signature events, such as our annual golf tournament and casino night, allow us to gather essential funds to provide much needed supplies for families affected by PSP&#8212;items often overlooked by traditional medical insurance. Additionally, we take pride in supporting the next generation by offering scholarships to graduating Seniors from Zephyrhills High School. Please visit our website, www.tomfisherfoundation.org , for further information. Requirements: High School Senior Planning to attend college or trade school in 2026 US Citizen or Permanent Residence Application: https://pdf.ac/ew6",Tom Fisher Foundation Scholarship,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.95,West Pasco Bar Association Law Day Scholarship,West Pasco Bar Association,,,,4/10/26,,,,,,,,,,open,county,180,,True,,,,,True,,,"[""Pasco County""]",[],[],[],[],[],[],[],[],[],[],[],"LP7fUZ West Pasco Bar Association Law Day Scholarship 2026-Due 4/10/26 This Law Day, the West Pasco Bar Association invites Pasco County high school students to write an essay pertaining to this year’s theme: “The American Dream &amp; The Rule of Law.” The American Dream is rooted in the idea that everyone should have an equal opportunity to pursue their goals, regardless of background, status, or wealth. Central to this promise is the Rule of Law, which is the principle that everyone is subject to the same laws and protections, and that no one is above the law. In your essay, reflect on your own goals for the future and explain how the Rule of Law helps make it possible for you and others to pursue those goals fairly and safely. Consider how laws, courts, or constitutional protections promote fairness, resolve conflicts, and protect individual rights. Think about what challenges individuals or society might face if the Rule of Law did not exist. ***All essays must be submitted by 5:00 PM on April 10, 2026. Essays should be no longer than 750 words, typed, and double space. Email your submission in PDF or WORD format along with your name, contact Information, and the school you attend to: wpascobar@gmail.com. The West Pasco Bar Association will select finalists and they will be judged on format, clarity, style, reasoning, creativity, and overall effort. Essays believed to be written with AI will be disqualified. Contest winners &amp; their parents will be Invited to attend the West Pasco Bar Association’s Installation Banquet at Spartan Manor. Essay winners will be notified of the date and time of the banquet where the winners will receive their prize. West Pasco Bar Association_Law Day Essay Contest 2026 (2) Download Providing Wings to",LP7fUZ West Pasco Bar Association Law Day Scholarship,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.92,Soar Scholarship,Caterpillars to Butterflies,,,,4/15/26,,,,,,,,,,open,,,True,,,,,,,,,[],[],[],[],[],[],[],[],[],"[""high school seniors""]",[],[],"Soar Scholarship-Due 4/15/26 Caterpillars to Butterflies exists to ensure that every child has the opportunity to create, pursue, and fulfill their dreams. We believe every child deserves the chance to grow, thrive, and soar. Through our scholarship support, we hope to help high school seniors lighten the financial burden of college and take the next step toward achieving their goals. Our mission is to open doors, spark potential, and provide students with the encouragement and resources they need to turn their college dreams into reality. Submit application via email to Tracy@caterflies.org or stephanie.polk.77@gmail.com Providing Wings to",Soar Scholarship,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.95,East Pasco Scholarship,"East Pasco Dr. Martin Luther King, Jr. Activity Committee",,,,"April 15, 2026",,2.5,4.0,,,,,,2,open,county,180,,,,,True,,True,True,,"[""Pasco County""]",[],[],[],"[""community service"", ""volunteer hours""]",[],"[""accredited College, University, or Vocational School""]",[],[],"[""graduating senior""]",[],[],"East Pasco Scholarship Application-Due 4/15/26 Scholarship Criteria:  Must be a graduating senior from an East Pasco County School  Minimum unweighted GPA: 2.5  Documented community service or volunteer hours  Submit an official sealed transcript showing current GPA  Submit a completed application, including a 500-word essay  Provide two letters of recommendation (relatives not accepted): o One from a Principal, Counselor, or Administrator o One from a Teacher or Employer  Submit an acceptance letter from an accredited College, University, or Vocational School  Application Deadline: April 15, 2026 Mail completed applications to: East Pasco Dr. Martin Luther King, Jr. Activity Committee Attn: Scholarship Subcommittee P.O. Box 856 Dade City, FL 33526 2026",East Pasco Scholarship,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.95,Annual Hope Scholarship,The Law Office of Philips and Raaymakers,500,500,4,"April 17, 2026",,3.0,4.0,,,,,,,open,open,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],"[""high school"", ""undergraduate""]",[],"Annual Hope Scholarship-Due 4/17/26 Since 2021, The Law Office of Philips and Raaymakers has awarded $500 scholarships to students from various local high schools who have faced or are facing adversity or an obstacle in their lives and have overcome or are overcoming that obstacle or adversity. This year, our law office will again offer one $500 scholarship each to 4 students who also have found themselves facing some type of adversity or obstacle in their life. Deadline: April 17, 2026 Award Type: Scholarship for high school or undergraduate student Purpose: To offset the cost of post-secondary education or higher education GPA Requirement: 3.0+ preferred Application: 6th",Annual Hope Scholarship,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.85,Sean Bartell Memorial Scholarship,Pasco Schools - Zephyrhills HS college & career centre,,,,4/29/26,,,,,,,,,,,school,,,,,,,,,,,[],[],"[""Wesley Chapel High School""]",[],[],[],[],[],[],[],[],[],Sean Bartell Memorial Scholarship-Due 4/29/26 Sean Bartell passed away from complication of Stevens Johnson Syndrome / Toxic Epidermal Necrolysis during his Junior year at Wesley Chapel High School. Sean was taking AP/Honors classes and was 5th in his class.,Sean Bartell Memorial Scholarship,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.95,Guy Memorial Scholarship,Guy Memorial (administrator: Pasco Schools - Zephyrhills HS),,500,,04/30/2026,,2.5,4.0,,,,,,,open,school,45,,True,,,,,,,,[],[],"[""Zephyrhills High School"", ""Pasco High School""]",[],"[""varsity sports""]",[],"[""Florida College or University""]",[],[],"[""Graduating senior""]",[],[],Guy Memorial Scholarship-Due 4/30/26 Tyler excelled in academics and was a dedicated three-sport athlete throughout his high school career. He continued his athletic career playing tight end at The University of South Florida (USF). This scholarship is for athletes who are committed to academics and athletics and who demonstrate teamwork and sportsmanship on and off the field. Description/Criteria Required to Apply: Graduating senior from Zephyrhills/Pasco High School Continuing their education at any Florida College or University Minimum 2.5 unweighted GPA Participated in at least one season of a varsity sport Amount of Scholarship: $500.00 Application Due Date: 04/30/2026 Applications must be submitted by email to all4guys@embarqmail.com,Guy Memorial Scholarship,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.85,Zephyrhills High School General Scholarship,Pasco Schools - Zephyrhills HS,,,,"April 30, 2026",,,,,,,,,,open,school,90,,,,,,,True,,,[],[],"[""Zephyrhills High School""]",[],[],[],[],[],[],[],[],[],"Zephyrhills High School General Scholarship Application , available on the ZHS Website. Letters of reference are optional and should be from educators, work or community service supervisors and/or persons familiar with your skills, talents, or personal character. Biographical statements should reflect how your home, school, community, or church experiences have influenced your career goals. Applications must be submitted by email in .pdf format to: Zhillshistory@gmail.com Applications must be submitted prior to April 30, 2026",Zephyrhills High School General Scholarship,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.95,Cole A. Duffy Memorial Scholarship,Cole A. Duffy Memorial (administered via Pasco Schools - Zephyrhills HS),1000,1000,,4/30/26,,,,,,,,,,open,school,45,,,,,,,,,,[],[],"[""Zephyrhills HS""]",[],[],[],"[""2 year"", ""4 year"", ""trade/technical program""]",[],[],"[""graduating senior""]","[""plans to enroll""]",[],"The Cole A. Duffy Memorial Scholarship-Due 4/30/26 In Celebration of Life, Learning, and Growing Amount: $1,000 Eligibility Requirements: Graduating ZHS Senior. Plans to enroll in a 2 year, 4 year, or trade/technical program following graduation. Submit Application and supporting documents to: saraheduffy96@gmail.com Cole_A_Duffy_Memorial_Scholarship_Application (1) Download Sydney Has a",Cole A. Duffy Memorial Scholarship,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.95,Sister Scholarship,Sydney Has a Sister,,,,4/30/26,,,,,,,,,,open,,,,,,,,,,,,[],[],[],[],[],[],"[""continuing their education beyond high school in the Fall following graduation""]",[],[],"[""high school seniors""]",[],[],"Sister Scholarship-Due 4/30/26 Applicants must be high school seniors planning on continuing their education beyond high school in the Fall following graduation. The application deadline is April 30th. Late or incomplete applications will not be considered. If you have any questions, please email: sydneyhasasister@gmail.com Do you qualify for this scholarship? Are you a Senior in high school? Do you have a brother or sister who has been diagnosed with Autism? Do you consider yourself an advocate for your sibling? Can you think of a time where you have been a voice for your sibling? Do you feel you have a message or want to teach others about autism? Have you been directly impacted by your sibling&#8217;s disability? We would love for you to apply for this award. Application: Sydney Has a Sister- Supporting Siblings Impacted by",Sister Scholarship,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.85,Autism Award,Rotary Club of Zephyrhills Daybreak,,,15,4/30/26,,,,,,,,,,open,school,90,,True,,True,,,True,,,[],[],"[""Zephyrhills HS""]",[],[],[],[],[],[],[],[],[],Autism Award amounts are determined by: the content and message of your video submission. the student&#8217;s essay. Up to 15 scholarships will be awarded. Amounts are subject to change based on strength of application. Rotary Club of Zephyrhills Daybreak -Due 4/30/26,Autism Award,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.95,Hope Scholarship,Kathy Steiniger Memorial Family Foundation,,,,5/1/26,,,,,,,,,,open,,,True,,,,,True,True,,,[],[],[],[],"[""volunteering""]",[],[],[],[],[],[],[],"Hope Scholarship-Due 5/1/26 Funded by the Kathy Steiniger Memorial Family Foundation this annual scholarship is awarded based on financial need over grade-point average, along with volunteering contributions, personal impact, changes the student would make and any adversities the student has overcome during school years. Steiniger was an early volunteer of Marjorie&#8217;s Hope, who lost her battle with breast cancer on February 22, 2016. Application must be submitted by Friday, 5/1/26. Marjorie&#8217;s",Hope Scholarship,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.95,SNAP Scholarship,Food & Nutrition Services,1000,1000,,"May 1st, 2026",,,,,,,,,1,,school,120,,,,,,,True,True,,[],[],"[""Zephyrhills High School""]",[],[],[],"[""nutrition"", ""food service related field""]",[],[],"[""2026 graduating seniors""]",[],[],"SNAP Scholarship Application Download The scholarship will be awarded based upon the following items: Application A 500 word essay on “Why you have chosen a career in nutrition or a food service related field and how this scholarship would impact your success.” 1 letter of recommendation from a faculty member Academic transcript Attached is the SNAP application that should be filled out and return no later than May 1st, 2026. All documents should be mailed to the following address: Food &amp; Nutrition Services ATTN: Scholarship Application 7227 Land O’ Lakes Blvd Land O’ Lakes, FL 34638 AMVETS Ladies Auxiliary 550 Scholarship-Due 5/1/26 Two $1,000 Awards for two eligible seniors graduating from Zephyrhills High School in 2026 -See application for additional details. Please mail your completed application and copies of supporting documentation to: Patricia Schumacher AMVETS Auxliary 35144 McCullough&#8217;s Leap Zephyrhills Fl. 33541",SNAP Scholarship,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.85,Sarah Vande Berg Scholarship,Pasco Schools - Zephyrhills HS college & career centre,,,,"Friday, May 1st, 2026",,,,,,,,,,,school,,,,,,,,True,,,[],[],[],[],[],[],[],[],[],[],[],[],"Sarah Vande Berg Scholarship Application 2026 Download All applications and essays must be received by Friday, May 1st, 2026.",Sarah Vande Berg Scholarship,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.95,Athletic Scholarship,Zephyrhills High School,1000,1000,3,,,3.5,4.0,,,,,,2,open,school,120,,True,,,,,,,,[],[],"[""Zephyrhills High School""]",[],"[""Tennis"", ""Soccer"", ""Track / Cross Country""]",[],[],[],[],"[""Graduating Senior""]",[],[],"Athletic Scholarship: Amount: Awards 3 @ $1000 Requirements: ● Graduating Senior ● Lettered in ZHS sports (Tennis, Soccer &amp; Track / Cross Country) ● Must have significant documented community service hours (80 hours minimum). ● Current 3.5 GPA (un-weighted) or higher ● Letter of recommendation from a teacher or counselor. ● Letter of recommendation from a community member. ● Must have experience in leadership roles and community outreach. ● Scholarship award will be forwarded to the recipient’s college. Process: Scholarship applications shall be submitted to Zephyrhills High School. Applications will be reviewed by Todd and Charla VandeBerg and may involve an interview. AAC of Pasco County,",Athletic Scholarship,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.85,AAC Scholarship,Pasco Schools - Zephyrhills HS college & career centre,,,,May 15,,,,,,,,,3,,school,120,,,,,,,,True,,[],[],[],[],[],[],"[""full-time student""]",[],[],[],[],[],"AAC Scholarship Application for the scholarship that you are applying for. 3. Submit an Official transcript. 4. Include 3 letters of Recommendation. 5. Include the Acceptance Letter from the college, university, or technical college as a full-time student. 6. Answer all 8 questions in order. Your answers to all the questions are the criteria upon which your application will be considered. 7. Your application will NOT be accepted if any of the documentation is handwritten. 8. Email your application by midnight on May 15 to missaguy@gmail.com 9. Ensure that the scholarship you are applying for is referred to in your documentation.",AAC Scholarship,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.95,AES Engineering Scholarship,AES Engineering,,500,,"October 8, 2026",,,,,,,,,,open,,45,,,,,,,True,,,[],[],[],[],[],[],[],[],[],"[""high school seniors"", ""post secondary students""]",[],[],"AES Engineering Scholarship-Due 10/8/26 Purpose of Scholarships AES Engineering is pleased to be able to continue offering scholarships to motivated students to help in the furthering of their education. Scholarship Criteria Our belief is that achieving a high grade point average should not be the only criteria for determining who deserves to be helped. For that reason we are offering a scholarship that will be awarded on the basis of character, as determined by an evaluation of the essays that are submitted. Scholarships are intended for our future leaders across a wide spectrum of fields of study. This award is available to high school seniors and all students attending a post secondary educational facility. You are not required to be taking Engineering courses to be eligible. Application Process Students will submit an essay on the topic that appears on the scholarship page of our web site https://www.aesengineers.com/scholarships.php Full details are available on our site. Amount of award: $500.00 Deadline for entry: October 8, 2026 Submit essay to scholarships@aesengineers.com There is no application packet for this award. Please do not include your resume at this time. Be sure to include your full name as well as the name of the school you are attending this year and your plans for next year. Search for: Search Recent Posts College &#038; Career Counsleor-Mrs. Simons Archives May 2026 Categories Uncategorized Meta Log in Entries feed Comments feed",AES Engineering Scholarship,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.85,Technical School Scholarship,Education Foundation of Sarasota County,,,,8/3/26,,,,,,,,,,open,county,,,,,,True,,,,,"[""Sarasota County""]",[],[],[],[],[],"[""workforce degree or certification from Suncoast Technical College"", ""workforce degree or certification from Manatee Technical College""]",[],[],"[""2026""]",[],"[""Suncoast Technical College"", ""Manatee Technical College""]","Technical School Scholarship Organization: Education Foundation of Sarasota County Deadline: 8/3/26 Award: varies by program Local scholarship for Sarasota County class of 2026 graduates seeking a local workforce degree or certification for eligible programs from Suncoast Technical College, Manatee Technical College, or",Scholarship,https://edfoundationsrq.org/scholarships/,Education Foundation of Sarasota County,Sarasota,sarasota--education-foundation-of-sarasota-county.txt
award,0.85,Hallandale Community Council Scholarship Fund,Hallandale Scholarship Fund Inc,100,5000,,,,,,,,,,,,,city,,,,,,True,,,,,[],"[""Hallandale Beach""]",[],[],[],[],[],[],[],[],"[""high school graduates""]",[],"Organization The Hallandale Community Council Scholarship Fund has recognized the achievements of hundreds of Hallandale Beach resident high school graduates with financial awards ranging from $100 to $5,000 each, totaling hundreds of thousands of dollars. In 2009 the",Organization The Hallandale Community Council Scholarship Fund,https://hallandalescholarshipfund.org,Hallandale Scholarship Fund Inc,,hallandale-scholarship-fund-inc--20221007.txt
