priority,score,name,display_name,chapter_resolved,search_query,city,county,ein,assets,revenue,ntee,files_990pf,signals,verified,has_website,program_url,award_amount,deadline,eligibility,apply_via,platform,beneficiary_scope,notes
A,93,OPTIMAL HEALTH MEDICINE FOUNDATION INC,OPTIMAL HEALTH MEDICINE FOUNDATION INC,,"""OPTIMAL HEALTH MEDICINE FOUNDATION INC"" Coconut Creek FL scholarship application",Coconut Creek,Broward,934666362,356713,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;name:foundation;ntee-education:B82,,,,,,,,,,
A,93,ECHO FOUNDATION INC,ECHO FOUNDATION INC,,"""ECHO FOUNDATION INC"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,455006138,273413,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;name:foundation;ntee-education:B82,,,,,,,,,,
A,93,WEH2 FOUNDATION,WEH2 FOUNDATION,,"""WEH2 FOUNDATION"" Delray Beach FL scholarship application",Delray Beach,Palm Beach,270348355,225097,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;name:foundation;ntee-education:B82,,,,,,,,,,
A,93,EVELYN AND JOHN GARGANO CHARITABLE FOUNDATION INC,EVELYN AND JOHN GARGANO CHARITABLE FOUNDATION INC,,"""EVELYN AND JOHN GARGANO CHARITABLE FOUNDATION INC"" Jupiter FL scholarship application",Jupiter,Palm Beach,922747040,195978,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;name:foundation;ntee-education:B82,,,,,,,,,,
A,93,KIWANIS CLUB OF LAUDERDALE LAKES FOUNDATION INC,KIWANIS CLUB OF LAUDERDALE LAKES FOUNDATION INC,,"""KIWANIS CLUB OF LAUDERDALE LAKES FOUNDATION INC"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,651021000,100812,18995,B82,,ntee:B82;name:service-club;name:foundation;ntee-education:B82,,,,,,,,,,
A,93,LLANOS FAMILY FOUNDATION INC,LLANOS FAMILY FOUNDATION INC,,"""LLANOS FAMILY FOUNDATION INC"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,332362271,75083,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;name:foundation;ntee-education:B82,,,,,,,,,,
A,93,CUBAN AMERICAN CPA ASSOCIATION FOUNDATION INC,CUBAN AMERICAN CPA ASSOCIATION FOUNDATION INC,,"""CUBAN AMERICAN CPA ASSOCIATION FOUNDATION INC"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,200694721,65124,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;name:foundation;ntee-education:B82,,,,,,,,,,
A,93,PETER WANG FOUNDATION INC,PETER WANG FOUNDATION INC,,"""PETER WANG FOUNDATION INC"" Parkland FL scholarship application",Parkland,Broward,833997709,53506,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;name:foundation;ntee-education:B82,,,,,,,,,,
A,93,ADAMS WORLD FOUNDATION FOR DYSLEXIC CHILDREN,ADAMS WORLD FOUNDATION FOR DYSLEXIC CHILDREN,,"""ADAMS WORLD FOUNDATION FOR DYSLEXIC CHILDREN"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,061531048,48365,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;name:foundation;ntee-education:B82,,,,,,,,,,
A,93,IMAGINATE FOUNDATION INC,IMAGINATE FOUNDATION INC,,"""IMAGINATE FOUNDATION INC"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,208534215,20321,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;name:foundation;ntee-education:B82,,,,,,,,,,
A,93,GEORGE & IRINA SCHAEFFER FOUNDATION,GEORGE & IRINA SCHAEFFER FOUNDATION,,"""GEORGE & IRINA SCHAEFFER FOUNDATION"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,262261640,12752,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;name:foundation;ntee-education:B82,,,,,,,,,,
A,93,THE MCKELVEY ENTREPRENEURIAL FOUNDATION,THE MCKELVEY ENTREPRENEURIAL FOUNDATION,,"""THE MCKELVEY ENTREPRENEURIAL FOUNDATION"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,020788451,12290,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;name:foundation;ntee-education:B82,,,,,,,,,,
A,93,KIWANIS CLUB OF PALM BEACH CHARITABLE FOUNDATION INC,KIWANIS CLUB OF PALM BEACH CHARITABLE FOUNDATION INC,,"""KIWANIS CLUB OF PALM BEACH CHARITABLE FOUNDATION INC"" Palm Beach FL scholarship application",Palm Beach,Palm Beach,201161292,0,0,B82,,ntee:B82;name:service-club;name:foundation;ntee-education:B82,,,,,,,,,,
A,93,BOSTICK FAMILY FOUNDATION INC,BOSTICK FAMILY FOUNDATION INC,,"""BOSTICK FAMILY FOUNDATION INC"" Pompano Beach FL scholarship application",Pompano Beach,Broward,393319620,0,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;name:foundation;ntee-education:B82,,,,,,,,,,
A,93,KIWANIS CLUB OF BISCAYNE BAY YOUTH FOUNDATION INC,KIWANIS CLUB OF BISCAYNE BAY YOUTH FOUNDATION INC,,"""KIWANIS CLUB OF BISCAYNE BAY YOUTH FOUNDATION INC"" Palmetto Bay FL scholarship application",Palmetto Bay,Miami-Dade,650748368,0,0,B82,,ntee:B82;name:service-club;name:foundation;ntee-education:B82,,,,,,,,,,
A,93,HOMESTEAD SOUTH DATE KIWANIS FOUNDATION INC,HOMESTEAD SOUTH DATE KIWANIS FOUNDATION INC,,"""HOMESTEAD SOUTH DATE KIWANIS FOUNDATION INC"" Homestead FL scholarship application",Homestead,Miami-Dade,800669436,0,0,B82,,ntee:B82;name:service-club;name:foundation;ntee-education:B82,,,,,,,,,,
A,93,ROTARY CLUB OF BOCA RATON WEST FOUNDATION CORP,ROTARY CLUB OF BOCA RATON WEST FOUNDATION CORP,,"""ROTARY CLUB OF BOCA RATON WEST FOUNDATION CORP"" Pompano Beach FL scholarship application",Pompano Beach,Broward,852604736,0,0,B82,,ntee:B82;name:service-club;name:foundation;ntee-education:B82,,,,,,,,,,
A,93,DANIELLE R FORD MD FOUNDATION INC,DANIELLE R FORD MD FOUNDATION INC,,"""DANIELLE R FORD MD FOUNDATION INC"" Deerfield Beach FL scholarship application",Deerfield Beach,Broward,992437908,0,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;name:foundation;ntee-education:B82,,,,,,,,,,
A,90,HELEN KAVANAGH NICOL SCHOLARSHIP FOUNDATION,HELEN KAVANAGH NICOL SCHOLARSHIP FOUNDATION,,"""HELEN KAVANAGH NICOL SCHOLARSHIP FOUNDATION"" Oakland Park FL scholarship application",Oakland Park,Broward,596842726,461825,0,,Y,name:scholarship;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
A,90,JCX2 STEWARDSHIP FAMILY AND SCHOLARSHIP FOUNDATION,JCX2 STEWARDSHIP FAMILY AND SCHOLARSHIP FOUNDATION,,"""JCX2 STEWARDSHIP FAMILY AND SCHOLARSHIP FOUNDATION"" Miami FL scholarship application",Miami,Miami-Dade,880650787,1,0,O99,Y,name:scholarship;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
A,88,HOLLYWOOD EMPLOYEE EDUCATIONAL FUND INC,HOLLYWOOD EMPLOYEE EDUCATIONAL FUND INC,,"""HOLLYWOOD EMPLOYEE EDUCATIONAL FUND INC"" Palm Beach FL scholarship application",Palm Beach,Palm Beach,202024720,154513,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;ntee-education:B82;name:education,,,,,,,,,,
A,88,AFRICAN STUDENTS EDUCATION FUND INC,AFRICAN STUDENTS EDUCATION FUND INC,,"""AFRICAN STUDENTS EDUCATION FUND INC"" Miami FL scholarship application",Miami,Miami-Dade,271024266,56099,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;ntee-education:B82;name:education,,,,,,,,,,
A,88,MAYS ACADEMICS PERFORMANCE AND ATHLETICS HALL OF FAME INC,MAYS ACADEMICS PERFORMANCE AND ATHLETICS HALL OF FAME INC,,"""MAYS ACADEMICS PERFORMANCE AND ATHLETICS HALL OF FAME INC"" Miami FL scholarship application",Miami,Miami-Dade,845050565,5306,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;ntee-education:B82;name:education,,,,,,,,,,
A,88,FLORIDA INSTITUTE FOR CLASSICAL LEARNING INC,FLORIDA INSTITUTE FOR CLASSICAL LEARNING INC,,"""FLORIDA INSTITUTE FOR CLASSICAL LEARNING INC"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,334152981,0,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;ntee-education:B82;name:education,,,,,,,,,,
A,88,MCKENZIES ENTREPRENEUR AND LEADERSH IP ACADEMY INC,MCKENZIES ENTREPRENEUR AND LEADERSH IP ACADEMY INC,,"""MCKENZIES ENTREPRENEUR AND LEADERSH IP ACADEMY INC"" Miami FL scholarship application",Miami,Miami-Dade,833226905,0,0,B82,Y,ntee:B82;files-990PF;private-foundation:03;ntee-education:B82;name:education,,,,,,,,,,
A,88,ELEVATION THROUGH EDUCATION INC,ELEVATION THROUGH EDUCATION INC,,"""ELEVATION THROUGH EDUCATION INC"" Wellington FL scholarship application",Wellington,Palm Beach,934707225,0,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;ntee-education:B82;name:education,,,,,,,,,,
A,83,HAMMOND FAMILY PHILANTHROPIC FUND INC,HAMMOND FAMILY PHILANTHROPIC FUND INC,,"""HAMMOND FAMILY PHILANTHROPIC FUND INC"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,472337133,574155,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;ntee-education:B82,,,,,,,,,,
A,83,DIAS FELLOWSHIP,DIAS FELLOWSHIP,,"""DIAS FELLOWSHIP"" Miami FL scholarship application",Miami,Miami-Dade,922145049,78974,0,B82,Y,ntee:B82;files-990PF;private-foundation:03;ntee-education:B82,,,,,,,,,,
A,83,FUTUVEN CORP,FUTUVEN CORP,,"""FUTUVEN CORP"" Weston FL scholarship application",Weston,Broward,922343259,19815,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;ntee-education:B82,,,,,,,,,,
A,83,KIWANIS CLUB OF CORAL SPRINGS-,KIWANIS CLUB OF CORAL SPRINGS-,,"""KIWANIS CLUB OF CORAL SPRINGS-"" Coral Springs FL scholarship application",Coral Springs,Broward,134219352,0,0,B82,,ntee:B82;name:service-club;ntee-education:B82,,,,,,,,,,
A,83,TALENTOS UNIVERSIDAD METROPOLITANA,TALENTOS UNIVERSIDAD METROPOLITANA,,"""TALENTOS UNIVERSIDAD METROPOLITANA"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,477332216,0,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;ntee-education:B82,,,,,,,,,,
A,80,GMAA-BATCHELOR AVIATION SCHOLARSHIP FUND INC,GMAA-BATCHELOR AVIATION SCHOLARSHIP FUND INC,,"""GMAA-BATCHELOR AVIATION SCHOLARSHIP FUND INC"" Miami Springs FL scholarship application",Miami Springs,Miami-Dade,650270346,919028,0,,Y,name:scholarship;files-990PF;private-foundation:03,,,,,,,,,,
A,80,CLAUDE M OLDS UNIVERSITY OF MIAMI SCHOLARSHIP FUND FOR LATIN,CLAUDE M OLDS UNIVERSITY OF MIAMI SCHOLARSHIP FUND FOR LATIN,,"""CLAUDE M OLDS UNIVERSITY OF MIAMI SCHOLARSHIP FUND FOR LATIN"" Miami Springs FL scholarship application",Miami Springs,Miami-Dade,656014159,510914,0,,Y,name:scholarship;files-990PF;private-foundation:04,,,,,,,,,,
A,80,LBA COMMUNITY FOUNDATION INC,LBA COMMUNITY FOUNDATION INC,,"""LBA COMMUNITY FOUNDATION INC"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,465646185,402357,0,,Y,name:community-foundation;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
A,80,KIWANIS CLUB OF MIAMI BEACH SCHOLARSHIP FUND INC,KIWANIS CLUB OF MIAMI BEACH SCHOLARSHIP FUND INC,,"""KIWANIS CLUB OF MIAMI BEACH SCHOLARSHIP FUND INC"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,596174227,0,0,,,name:scholarship;name:service-club,,,,,,,,,,
A,78,GREG RICHARDS LARRY POLATSCH AND SCOTT WEINGARD MEMORIAL FUND INC,GREG RICHARDS LARRY POLATSCH AND SCOTT WEINGARD MEMORIAL FUND INC,,"""GREG RICHARDS LARRY POLATSCH AND SCOTT WEINGARD MEMORIAL FUND INC"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,134192239,206596,21505,B82,,ntee:B82;name:memorial-fund;ntee-education:B82,,,,,,,,,,
A,75,DANIEL ROSSI MEMORIAL SCHOLARSHIP FUND INC,DANIEL ROSSI MEMORIAL SCHOLARSHIP FUND INC,,"""DANIEL ROSSI MEMORIAL SCHOLARSHIP FUND INC"" Lake Worth FL scholarship application",Lake Worth,Palm Beach,320616552,0,0,F99,,name:scholarship;name:memorial-fund,,,,,,,,,,
A,73,KAPPA ALPHA PSI DELTA ZETA ALUMNI FOUNDATION INC,KAPPA ALPHA PSI DELTA ZETA ALUMNI FOUNDATION INC,,"""KAPPA ALPHA PSI DELTA ZETA ALUMNI FOUNDATION INC"" Miami Shores FL scholarship application",Miami Shores,Miami-Dade,043607279,0,0,B82,,ntee:B82;name:foundation;name:alumni/booster;ntee-education:B82,,,,,,,,,,
A,73,BOOKER T WASHINGTON ALUMNI FOUNDATION INC,BOOKER T WASHINGTON ALUMNI FOUNDATION INC,,"""BOOKER T WASHINGTON ALUMNI FOUNDATION INC"" Miami FL scholarship application",Miami,Miami-Dade,371758509,0,0,B82,,ntee:B82;name:foundation;name:alumni/booster;ntee-education:B82,,,,,,,,,,
A,70,COMMUNITY FOUNDATION OF BROWARD INC,COMMUNITY FOUNDATION OF BROWARD INC,,"""COMMUNITY FOUNDATION OF BROWARD INC"" Fort Lauderdale FL scholarship application",Fort Lauderdale,Broward,592477112,284805808,35798797,T310,,name:community-foundation;ntee-grantmaker:T310;name:foundation,,,,,,,,,,
A,70,KEY BISCAYNE COMMUNITY FOUNDATION INC,KEY BISCAYNE COMMUNITY FOUNDATION INC,,"""KEY BISCAYNE COMMUNITY FOUNDATION INC"" Key Biscayne FL scholarship application",Key Biscayne,Miami-Dade,300239421,20637046,11933438,T31,,name:community-foundation;ntee-grantmaker:T31;name:foundation,,,,,,,,,,
A,70,THE CORAL GABLES COMMUNITY FOUNDATION,THE CORAL GABLES COMMUNITY FOUNDATION,,"""THE CORAL GABLES COMMUNITY FOUNDATION"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,650208290,13729552,6119130,T31,,name:community-foundation;ntee-grantmaker:T31;name:foundation,,,,,,,,,,
A,70,JUPITER HILLS COMMUNITY FOUNDATION INC,JUPITER HILLS COMMUNITY FOUNDATION INC,,"""JUPITER HILLS COMMUNITY FOUNDATION INC"" Tequesta FL scholarship application",Tequesta,Palm Beach,800397809,797730,157102,T31,,name:community-foundation;ntee-grantmaker:T31;name:foundation,,,,,,,,,,
A,70,NUESTRA SENORA DE LA VIVIENDA COMMUNITY FOUNDATION INC,NUESTRA SENORA DE LA VIVIENDA COMMUNITY FOUNDATION INC,,"""NUESTRA SENORA DE LA VIVIENDA COMMUNITY FOUNDATION INC"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,882551603,293563,282001,T31,,name:community-foundation;ntee-grantmaker:T31;name:foundation,,,,,,,,,,
A,70,ROTARY DISTRICT 6990 FOUNDATION INC,ROTARY DISTRICT 6990 FOUNDATION INC,,"""ROTARY DISTRICT 6990 FOUNDATION INC"" Pompano Beach FL scholarship application",Pompano Beach,Broward,650651579,32517,0,P80Z,Y,name:service-club;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
A,70,WEST MIAMI SUNSHINE LIONS CLUB FOUNDATION INC,WEST MIAMI SUNSHINE LIONS CLUB FOUNDATION INC,,"""WEST MIAMI SUNSHINE LIONS CLUB FOUNDATION INC"" Miami FL scholarship application",Miami,Miami-Dade,852214353,2041,0,S99,Y,name:service-club;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
A,70,COCONUT GROVE COMMUNITY FOUNDATION INC,COCONUT GROVE COMMUNITY FOUNDATION INC,,"""COCONUT GROVE COMMUNITY FOUNDATION INC"" Miami FL scholarship application",Miami,Miami-Dade,612036819,0,0,T31,,name:community-foundation;ntee-grantmaker:T31;name:foundation,,,,,,,,,,
A,70,WYNDI SMITH SCHOLARSHIP FUND INC,WYNDI SMITH SCHOLARSHIP FUND INC,,"""WYNDI SMITH SCHOLARSHIP FUND INC"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,834450995,0,0,T12,,name:scholarship;ntee-grantmaker:T12,,,,,,,,,,
A,68,ALPHA EDUCATIONAL FOUNDATION-DDL INC,ALPHA EDUCATIONAL FOUNDATION-DDL INC,,"""ALPHA EDUCATIONAL FOUNDATION-DDL INC"" Riviera Beach FL scholarship application",Riviera Beach,Palm Beach,650751871,3263505,130244,B82,,ntee:B82;name:foundation;ntee-education:B82;name:education,,,,,,,,,,
A,68,AFMS SCHOLARSHIP FOUNDATION INC,AFMS SCHOLARSHIP FOUNDATION INC,,"""AFMS SCHOLARSHIP FOUNDATION INC"" Lake Worth FL scholarship application",Lake Worth,Palm Beach,416034756,1837085,128843,B82Z,,name:scholarship;name:foundation;ntee-education:B82Z,,,,,,,,,,
A,68,NORTH MIAMI EDUCATIONAL FOUNDATION INC,NORTH MIAMI EDUCATIONAL FOUNDATION INC,,"""NORTH MIAMI EDUCATIONAL FOUNDATION INC"" Miami FL scholarship application",Miami,Miami-Dade,454679545,831704,21601,B82,,ntee:B82;name:foundation;ntee-education:B82;name:education,,,,,,,,,,
A,68,ETA NU EDUCATION FOUNDATION INC,ETA NU EDUCATION FOUNDATION INC,,"""ETA NU EDUCATION FOUNDATION INC"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,650931808,196871,396318,B82,,ntee:B82;name:foundation;ntee-education:B82;name:education,,,,,,,,,,
A,68,HOLLYWOOD FLORIDA SCHOLARSHIP FOUNDATION INC,HOLLYWOOD FLORIDA SCHOLARSHIP FOUNDATION INC,,"""HOLLYWOOD FLORIDA SCHOLARSHIP FOUNDATION INC"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,591057332,37992,3102,B82Z,,name:scholarship;name:foundation;ntee-education:B82Z,,,,,,,,,,
A,68,CORAL SPRINGS CHAMBER OF COMMERCE EDUCATION FOUNDATION CORPORATION,CORAL SPRINGS CHAMBER OF COMMERCE EDUCATION FOUNDATION CORPORATION,,"""CORAL SPRINGS CHAMBER OF COMMERCE EDUCATION FOUNDATION CORPORATION"" Coral Springs FL scholarship application",Coral Springs,Broward,271280095,7472,1400,B82,,ntee:B82;name:foundation;ntee-education:B82;name:education,,,,,,,,,,
A,68,COMPASSIONATE LEADERSHIP FOUNDATION OF MIAMI- DADE COLLEGE INC,COMPASSIONATE LEADERSHIP FOUNDATION OF MIAMI- DADE COLLEGE INC,,"""COMPASSIONATE LEADERSHIP FOUNDATION OF MIAMI- DADE COLLEGE INC"" Miami FL scholarship application",Miami,Miami-Dade,263159179,339,1157,B82,,ntee:B82;name:foundation;ntee-education:B82;name:education,,,,,,,,,,
A,68,SCHOLARHOUSE FOUNDATION,SCHOLARHOUSE FOUNDATION,,"""SCHOLARHOUSE FOUNDATION"" Aventura FL scholarship application",Aventura,Miami-Dade,203783644,0,0,B80,,name:scholarship;name:foundation;ntee-education:B80,,,,,,,,,,
A,68,CHURCH TEACHERS COLLEGE ALUMNI ASSOCIATION INC,CHURCH TEACHERS COLLEGE ALUMNI ASSOCIATION INC,,"""CHURCH TEACHERS COLLEGE ALUMNI ASSOCIATION INC"" Miami FL scholarship application",Miami,Miami-Dade,273565181,0,0,B82,,ntee:B82;name:alumni/booster;ntee-education:B82;name:education,,,,,,,,,,
A,68,THEA EDUCATIONAL FOUNDATION INC,THEA EDUCATIONAL FOUNDATION INC,,"""THEA EDUCATIONAL FOUNDATION INC"" Delray Beach FL scholarship application",Delray Beach,Palm Beach,393863586,0,0,B82,,ntee:B82;name:foundation;ntee-education:B82;name:education,,,,,,,,,,
A,68,WCA EDUCATIONAL FOUNDATION INC,WCA EDUCATIONAL FOUNDATION INC,,"""WCA EDUCATIONAL FOUNDATION INC"" Hialeah FL scholarship application",Hialeah,Miami-Dade,412300988,0,0,B82,,ntee:B82;name:foundation;ntee-education:B82;name:education,,,,,,,,,,
A,68,THE POMPANO BEAUTY ACADEMY FOUNDATION,THE POMPANO BEAUTY ACADEMY FOUNDATION,,"""THE POMPANO BEAUTY ACADEMY FOUNDATION"" Pompano Beach FL scholarship application",Pompano Beach,Broward,413922119,0,0,B82,,ntee:B82;name:foundation;ntee-education:B82;name:education,,,,,,,,,,
A,68,FLORIDA CHABAD EDUCATION FOUNDATION,FLORIDA CHABAD EDUCATION FOUNDATION,,"""FLORIDA CHABAD EDUCATION FOUNDATION"" Coral Springs FL scholarship application",Coral Springs,Broward,414336562,0,0,B82,,ntee:B82;name:foundation;ntee-education:B82;name:education,,,,,,,,,,
A,68,GRACE N OSUAGWU EDUCATION FOUNDATION,GRACE N OSUAGWU EDUCATION FOUNDATION,,"""GRACE N OSUAGWU EDUCATION FOUNDATION"" Hollywood FL scholarship application",Hollywood,Broward,461174073,0,0,B82,,ntee:B82;name:foundation;ntee-education:B82;name:education,,,,,,,,,,
A,68,FLORIDA EAST COAST EDUCATION FOUNDATION INC,FLORIDA EAST COAST EDUCATION FOUNDATION INC,,"""FLORIDA EAST COAST EDUCATION FOUNDATION INC"" Boynton Beach FL scholarship application",Boynton Beach,Palm Beach,462058419,0,0,B82,,ntee:B82;name:foundation;ntee-education:B82;name:education,,,,,,,,,,
A,68,SUAVE SCHOLARSHIP FOUNDATION INC,SUAVE SCHOLARSHIP FOUNDATION INC,,"""SUAVE SCHOLARSHIP FOUNDATION INC"" North Miami FL scholarship application",North Miami,Miami-Dade,464467951,0,0,B99,,name:scholarship;name:foundation;ntee-education:B99,,,,,,,,,,
A,68,SPONSOR A SCHOLAR FOUNDATION,SPONSOR A SCHOLAR FOUNDATION,,"""SPONSOR A SCHOLAR FOUNDATION"" Miami FL scholarship application",Miami,Miami-Dade,471095473,0,0,B01,,name:scholarship;name:foundation;ntee-education:B01,,,,,,,,,,
A,68,DAVIE COOPER CITY EDUCATIONAL FOUNDATION INC,DAVIE COOPER CITY EDUCATIONAL FOUNDATION INC,,"""DAVIE COOPER CITY EDUCATIONAL FOUNDATION INC"" Davie FL scholarship application",Davie,Broward,592063862,0,0,B82,,ntee:B82;name:foundation;ntee-education:B82;name:education,,,,,,,,,,
A,68,NICOLE L BROWN EDUCATIONAL FOUNDATION INC,NICOLE L BROWN EDUCATIONAL FOUNDATION INC,,"""NICOLE L BROWN EDUCATIONAL FOUNDATION INC"" Miami FL scholarship application",Miami,Miami-Dade,811552382,0,0,B82,,ntee:B82;name:foundation;ntee-education:B82;name:education,,,,,,,,,,
A,68,ZORAIDA VILLANUEVA SCHOLARSHIP FOUNDATION CORP,ZORAIDA VILLANUEVA SCHOLARSHIP FOUNDATION CORP,,"""ZORAIDA VILLANUEVA SCHOLARSHIP FOUNDATION CORP"" Homestead FL scholarship application",Homestead,Miami-Dade,873096227,0,0,B20,,name:scholarship;name:foundation;ntee-education:B20,,,,,,,,,,
A,68,LAKE EDUCATIONAL ADVANCEMENT FOUNDATION INC,LAKE EDUCATIONAL ADVANCEMENT FOUNDATION INC,,"""LAKE EDUCATIONAL ADVANCEMENT FOUNDATION INC"" Belle Glade FL scholarship application",Belle Glade,Palm Beach,922618704,0,0,B82,,ntee:B82;name:foundation;ntee-education:B82;name:education,,,,,,,,,,
A,63,MIAMI BAYSIDE FOUNDATION INC,MIAMI BAYSIDE FOUNDATION INC,,"""MIAMI BAYSIDE FOUNDATION INC"" Miami FL scholarship application",Miami,Miami-Dade,592834504,11576801,2360401,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,,
A,63,POPEYES FOUNDATION INC,POPEYES FOUNDATION INC,,"""POPEYES FOUNDATION INC"" Miami FL scholarship application",Miami,Miami-Dade,814524745,4350500,2699760,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,,
A,63,ANDRES BELLO CATHOLIC UNIVERSITY FOUNDATION INC,ANDRES BELLO CATHOLIC UNIVERSITY FOUNDATION INC,,"""ANDRES BELLO CATHOLIC UNIVERSITY FOUNDATION INC"" Miami FL scholarship application",Miami,Miami-Dade,815120279,1409778,335266,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,,
A,63,FAITHFIRST FOUNDATION,FAITHFIRST FOUNDATION,,"""FAITHFIRST FOUNDATION"" Jupiter FL scholarship application",Jupiter,Palm Beach,352535953,1398011,35871,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,,
A,63,GINA ROSE MONTALTO MEMORIAL FOUNDATION INC,GINA ROSE MONTALTO MEMORIAL FOUNDATION INC,,"""GINA ROSE MONTALTO MEMORIAL FOUNDATION INC"" Coral Springs FL scholarship application",Coral Springs,Broward,824612617,1356986,113332,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,,
A,63,ABC CARES FOUNDATION INC,ABC CARES FOUNDATION INC,,"""ABC CARES FOUNDATION INC"" Coconut Creek FL scholarship application",Coconut Creek,Broward,271821519,1252249,286540,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,,
A,63,KID ROCK FOUNDATION,KID ROCK FOUNDATION,,"""KID ROCK FOUNDATION"" Tequesta FL scholarship application",Tequesta,Palm Beach,800320048,988836,1225434,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,,
A,63,LUCY FERNANDEZ FOUNDATION INC,LUCY FERNANDEZ FOUNDATION INC,,"""LUCY FERNANDEZ FOUNDATION INC"" Miami FL scholarship application",Miami,Miami-Dade,884107708,801987,199185,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,,
A,63,CHRISTOPHER AGUIRRE MEMORIAL FOUNDATION,CHRISTOPHER AGUIRRE MEMORIAL FOUNDATION,,"""CHRISTOPHER AGUIRRE MEMORIAL FOUNDATION"" Wellington FL scholarship application",Wellington,Palm Beach,271292173,537635,287909,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,,
A,63,CARIBBEAN HOTEL FOUNDATION INC,CARIBBEAN HOTEL FOUNDATION INC,,"""CARIBBEAN HOTEL FOUNDATION INC"" Fort Lauderdale FL scholarship application",Fort Lauderdale,Broward,660453058,462714,130111,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,,
