priority,score,name,display_name,chapter_resolved,search_query,city,county,ein,assets,revenue,ntee,files_990pf,signals,verified,has_website,program_url,award_amount,deadline,eligibility,apply_via,platform,notes
A,93,THE SAM AND LAURICE HACHEM FOUNDATION INC,THE SAM AND LAURICE HACHEM FOUNDATION INC,,"""THE SAM AND LAURICE HACHEM FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,830779834,1,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;name:foundation;ntee-education:B82,,,,,,,,,
A,93,DR GEORGE JOSEPH MEMORIAL FOUNDATION INC,DR GEORGE JOSEPH MEMORIAL FOUNDATION INC,,"""DR GEORGE JOSEPH MEMORIAL FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,934605117,1,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;name:foundation;ntee-education:B82,,,,,,,,,
A,93,LOVE LIKE LUKE MEMORIAL FOUNDATION INC,LOVE LIKE LUKE MEMORIAL FOUNDATION INC,,"""LOVE LIKE LUKE MEMORIAL FOUNDATION INC"" Brandon FL scholarship application",Brandon,Hillsborough,394645113,0,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;name:foundation;ntee-education:B82,,,,,,,,,
A,93,KIWANIS CLUB OF GREATER BRANDON FOUNDATION INC,KIWANIS CLUB OF GREATER BRANDON FOUNDATION INC,,"""KIWANIS CLUB OF GREATER BRANDON FOUNDATION INC"" Brandon FL scholarship application",Brandon,Hillsborough,593374183,0,0,B82,,ntee:B82;name:service-club;name:foundation;ntee-education:B82,,,,,,,,,
A,93,ROTARY CLUB OF FISHHAWKRIVERVIEW FOUNDATION INC,ROTARY CLUB OF FISHHAWKRIVERVIEW FOUNDATION INC,,"""ROTARY CLUB OF FISHHAWKRIVERVIEW FOUNDATION INC"" Riverview FL scholarship application",Riverview,Hillsborough,651208324,0,0,B82,,ntee:B82;name:service-club;name:foundation;ntee-education:B82,,,,,,,,,
A,93,WILLS WAY FOUNDATION INC,WILLS WAY FOUNDATION INC,,"""WILLS WAY FOUNDATION INC"" Odessa FL scholarship application",Odessa,Hillsborough,874013753,0,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;name:foundation;ntee-education:B82,,,,,,,,,
A,93,BOTTOM OF THE NINTH FOUNDATION INC,BOTTOM OF THE NINTH FOUNDATION INC,,"""BOTTOM OF THE NINTH FOUNDATION INC"" Lakewood Ranch FL scholarship application",Lakewood Ranch,Manatee,881685613,0,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;name:foundation;ntee-education:B82,,,,,,,,,
A,93,CROWNING LEADERS FOUNDATION INC,CROWNING LEADERS FOUNDATION INC,,"""CROWNING LEADERS FOUNDATION INC"" Apollo Beach FL scholarship application",Apollo Beach,Hillsborough,991044063,0,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;name:foundation;ntee-education:B82,,,,,,,,,
A,88,LEMON BAY SUNRISE ROTARY SCHOLARSHIP TRUST,LEMON BAY SUNRISE ROTARY SCHOLARSHIP TRUST,,"""LEMON BAY SUNRISE ROTARY SCHOLARSHIP TRUST"" Englewood FL scholarship application",Englewood,Sarasota,593165457,1546994,66346,B82Z,,name:scholarship;name:service-club;ntee-education:B82Z,,,,,,,,,
A,88,DOROTHY MILLER EDUCATIONAL TR,DOROTHY MILLER EDUCATIONAL TR,,"""DOROTHY MILLER EDUCATIONAL TR"" Largo FL scholarship application",Largo,Pinellas,597028415,99992,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;ntee-education:B82;name:education,,,,,,,,,
A,83,BRANDON ROTARY CLUB CHARITY FUND INC,BRANDON ROTARY CLUB CHARITY FUND INC,,"""BRANDON ROTARY CLUB CHARITY FUND INC"" Brandon FL scholarship application",Brandon,Hillsborough,593329005,1160880,411519,B82,,ntee:B82;name:service-club;ntee-education:B82,,,,,,,,,
A,83,EDNA WEINSTEIN RESIDUARY TR,EDNA WEINSTEIN RESIDUARY TR,,"""EDNA WEINSTEIN RESIDUARY TR"" Bradenton FL scholarship application",Bradenton,Manatee,206419096,667062,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;ntee-education:B82,,,,,,,,,
A,83,LEMON BAY SUNRISE ROTARY COMMUNITY TRUST,LEMON BAY SUNRISE ROTARY COMMUNITY TRUST,,"""LEMON BAY SUNRISE ROTARY COMMUNITY TRUST"" Englewood FL scholarship application",Englewood,Sarasota,316666463,511593,22251,B82,,ntee:B82;name:service-club;ntee-education:B82,,,,,,,,,
A,83,JILLIAN SPENCER GOLF SCRAMBLE,JILLIAN SPENCER GOLF SCRAMBLE,,"""JILLIAN SPENCER GOLF SCRAMBLE"" Englewood FL scholarship application",Englewood,Sarasota,991517922,1000,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;ntee-education:B82,,,,,,,,,
A,83,JIM BOYKO AND FRIENDS GIVE HALF SAVE HALF EARNINGS INC,JIM BOYKO AND FRIENDS GIVE HALF SAVE HALF EARNINGS INC,,"""JIM BOYKO AND FRIENDS GIVE HALF SAVE HALF EARNINGS INC"" Spring Hill FL scholarship application",Spring Hill,Pasco,392916908,0,0,B82,Y,ntee:B82;files-990PF;private-foundation:04;ntee-education:B82,,,,,,,,,
A,80,R E AND GRACE KAUTZKY SCHOLARSHIP FUND,R E AND GRACE KAUTZKY SCHOLARSHIP FUND,,"""R E AND GRACE KAUTZKY SCHOLARSHIP FUND"" Tampa FL scholarship application",Tampa,Hillsborough,426385489,472980,0,,Y,name:scholarship;files-990PF;private-foundation:04,,,,,,,,,
A,80,FLOYD A CONAWAY & BETTY H CONAWAY SCHOLARSHIP FUND,FLOYD A CONAWAY & BETTY H CONAWAY SCHOLARSHIP FUND,,"""FLOYD A CONAWAY & BETTY H CONAWAY SCHOLARSHIP FUND"" St Petersburg FL scholarship application",St Petersburg,Pinellas,596968103,405865,0,,Y,name:scholarship;files-990PF;private-foundation:04,,,,,,,,,
A,80,MERLIN & ETHYL RUFER SCHOLARSHIP TRUST,MERLIN & ETHYL RUFER SCHOLARSHIP TRUST,,"""MERLIN & ETHYL RUFER SCHOLARSHIP TRUST"" Tampa FL scholarship application",Tampa,Hillsborough,421350542,178756,0,,Y,name:scholarship;files-990PF;private-foundation:04,,,,,,,,,
A,80,MABEL M HEID SCHOLARSHIP,MABEL M HEID SCHOLARSHIP,,"""MABEL M HEID SCHOLARSHIP"" Sarasota FL scholarship application",Sarasota,Sarasota,166357668,70872,0,,Y,name:scholarship;files-990PF;private-foundation:04,,,,,,,,,
A,80,FRANK A REINHART SCHOLARSHIP FUND,FRANK A REINHART SCHOLARSHIP FUND,,"""FRANK A REINHART SCHOLARSHIP FUND"" Palm Harbor FL scholarship application",Palm Harbor,Pinellas,650495979,47083,0,,Y,name:scholarship;files-990PF;private-foundation:04,,,,,,,,,
A,80,DR WILLIAM R HOLMES JR SCHOLARSHIP FUND,DR WILLIAM R HOLMES JR SCHOLARSHIP FUND,,"""DR WILLIAM R HOLMES JR SCHOLARSHIP FUND"" Palm Harbor FL scholarship application",Palm Harbor,Pinellas,570942186,41299,0,,Y,name:scholarship;files-990PF;private-foundation:04,,,,,,,,,
A,80,LANDES COMMUNITY FOUNDATION INC,LANDES COMMUNITY FOUNDATION INC,,"""LANDES COMMUNITY FOUNDATION INC"" Sarasota FL scholarship application",Sarasota,Sarasota,871855593,2989,0,T50,Y,name:community-foundation;files-990PF;private-foundation:03;name:foundation,,,,,,,,,
A,78,MARK SCHLAPPIG MEMORIAL FUND INC,MARK SCHLAPPIG MEMORIAL FUND INC,,"""MARK SCHLAPPIG MEMORIAL FUND INC"" Tampa FL scholarship application",Tampa,Hillsborough,133796267,10972,0,B82,,ntee:B82;name:memorial-fund;ntee-education:B82,,,,,,,,,
A,78,ZACHARY J STINESS MEMORIAL FUND INC,ZACHARY J STINESS MEMORIAL FUND INC,,"""ZACHARY J STINESS MEMORIAL FUND INC"" Nokomis FL scholarship application",Nokomis,Sarasota,203251664,0,0,B82,,ntee:B82;name:memorial-fund;ntee-education:B82,,,,,,,,,
A,78,MARGARET E GARLAND AND JOHN JACK MURTAGH MEMORIAL FUND CORP,MARGARET E GARLAND AND JOHN JACK MURTAGH MEMORIAL FUND CORP,,"""MARGARET E GARLAND AND JOHN JACK MURTAGH MEMORIAL FUND CORP"" St Petersburg FL scholarship application",St Petersburg,Pinellas,332746594,0,0,B82,,ntee:B82;name:memorial-fund;ntee-education:B82,,,,,,,,,
A,78,PETER MICHAEL ABBOTT MEMORIAL FUND,PETER MICHAEL ABBOTT MEMORIAL FUND,,"""PETER MICHAEL ABBOTT MEMORIAL FUND"" Sarasota FL scholarship application",Sarasota,Sarasota,383886667,0,0,B82,,ntee:B82;name:memorial-fund;ntee-education:B82,,,,,,,,,
A,78,SOKE KINNEY MEMORIAL FUND INC,SOKE KINNEY MEMORIAL FUND INC,,"""SOKE KINNEY MEMORIAL FUND INC"" St Petersburg FL scholarship application",St Petersburg,Pinellas,812108510,0,0,B82,,ntee:B82;name:memorial-fund;ntee-education:B82,,,,,,,,,
A,78,JOHN JOYCE MEMORIAL FUND INC,JOHN JOYCE MEMORIAL FUND INC,,"""JOHN JOYCE MEMORIAL FUND INC"" North Port FL scholarship application",North Port,Sarasota,920416281,0,0,B82,,ntee:B82;name:memorial-fund;ntee-education:B82,,,,,,,,,
A,73,SETH MORRIS 911 HEROS FOUNDATION INC,SETH MORRIS 911 HEROS FOUNDATION INC,,"""SETH MORRIS 911 HEROS FOUNDATION INC"" Sarasota FL scholarship application",Sarasota,Sarasota,010728135,369680,0,B82,,ntee:B82;private-foundation:04;name:foundation;ntee-education:B82,,,,,,,,,
A,73,TAMPA ALUMNI GUIDE RIGHT FOUNDATION INC,TAMPA ALUMNI GUIDE RIGHT FOUNDATION INC,,"""TAMPA ALUMNI GUIDE RIGHT FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,202507898,113991,75612,B82,,ntee:B82;name:foundation;name:alumni/booster;ntee-education:B82,,,,,,,,,
A,73,BETA NU ALUMNI HOUSING FOUNDATION,BETA NU ALUMNI HOUSING FOUNDATION,,"""BETA NU ALUMNI HOUSING FOUNDATION"" Tampa FL scholarship application",Tampa,Hillsborough,202304287,0,0,B82,,ntee:B82;name:foundation;name:alumni/booster;ntee-education:B82,,,,,,,,,
A,70,COMMUNITY FOUNDATION OF TAMPA BAY INC,COMMUNITY FOUNDATION OF TAMPA BAY INC,,"""COMMUNITY FOUNDATION OF TAMPA BAY INC"" Tampa FL scholarship application",Tampa,Hillsborough,593001853,879240557,203636714,T31,,name:community-foundation;ntee-grantmaker:T31;name:foundation,,,,,,,,,
A,70,COMMUNITY FOUNDATION OF SARASOTA COUNTY INC,COMMUNITY FOUNDATION OF SARASOTA COUNTY INC,,"""COMMUNITY FOUNDATION OF SARASOTA COUNTY INC"" Sarasota FL scholarship application",Sarasota,Sarasota,591956886,518451597,87039125,T310,,name:community-foundation;ntee-grantmaker:T310;name:foundation,,,,,,,,,
A,70,GULF COAST COMMUNITY FOUNDATION INC,GULF COAST COMMUNITY FOUNDATION INC,,"""GULF COAST COMMUNITY FOUNDATION INC"" Venice FL scholarship application",Venice,Sarasota,591052433,482820352,54435281,T310,,name:community-foundation;ntee-grantmaker:T310;name:foundation,,,,,,,,,
A,70,PINELLAS COMMUNITY FOUNDATION,PINELLAS COMMUNITY FOUNDATION,,"""PINELLAS COMMUNITY FOUNDATION"" Clearwater FL scholarship application",Clearwater,Pinellas,237113194,154557687,21652227,T31Z,,name:community-foundation;ntee-grantmaker:T31Z;name:foundation,,,,,,,,,
A,70,MANATEE COMMUNITY FOUNDATION INC,MANATEE COMMUNITY FOUNDATION INC,,"""MANATEE COMMUNITY FOUNDATION INC"" Bradenton FL scholarship application",Bradenton,Manatee,650833500,69118344,10235365,T31,,name:community-foundation;ntee-grantmaker:T31;name:foundation,,,,,,,,,
A,70,MEMORIAL SCHOLARSHIP PROGRAM OF FREEDOM VILLAGE,MEMORIAL SCHOLARSHIP PROGRAM OF FREEDOM VILLAGE,,"""MEMORIAL SCHOLARSHIP PROGRAM OF FREEDOM VILLAGE"" Bradenton FL scholarship application",Bradenton,Manatee,650597726,824417,188023,T30,,name:scholarship;ntee-grantmaker:T30,,,,,,,,,
A,70,MANLEY MUSIC SCHOLARSHIP TR FUND UW,MANLEY MUSIC SCHOLARSHIP TR FUND UW,,"""MANLEY MUSIC SCHOLARSHIP TR FUND UW"" Tampa FL scholarship application",Tampa,Hillsborough,352028289,347566,0,,Y,name:scholarship;files-990PF,,,,,,,,,
A,70,BELLEAIR COMMUNITY FOUNDATION INC,BELLEAIR COMMUNITY FOUNDATION INC,,"""BELLEAIR COMMUNITY FOUNDATION INC"" Belleair FL scholarship application",Belleair,Pinellas,455425037,206245,51255,T31,,name:community-foundation;ntee-grantmaker:T31;name:foundation,,,,,,,,,
A,70,DALLAM SCHOLARSHIP UNITRUST,DALLAM SCHOLARSHIP UNITRUST,,"""DALLAM SCHOLARSHIP UNITRUST"" Tampa FL scholarship application",Tampa,Hillsborough,426313453,101541,0,,Y,name:scholarship;files-990PF,,,,,,,,,
A,68,AAA SCHOLARSHIP FOUNDATION INC,AAA SCHOLARSHIP FOUNDATION INC,,"""AAA SCHOLARSHIP FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,272559468,157269937,104400455,B21,,name:scholarship;name:foundation;ntee-education:B21,,,,,,,,,
A,68,ADMIRAL FARRAGUT ACADEMY FOUNDATION INC,ADMIRAL FARRAGUT ACADEMY FOUNDATION INC,,"""ADMIRAL FARRAGUT ACADEMY FOUNDATION INC"" St Petersburg FL scholarship application",St Petersburg,Pinellas,311506065,3663051,222334,B82,,ntee:B82;name:foundation;ntee-education:B82;name:education,,,,,,,,,
A,68,FRANK B FAY III SCHOLARSHIP FOUNDATION 44405846,FRANK B FAY III SCHOLARSHIP FOUNDATION 44405846,,"""FRANK B FAY III SCHOLARSHIP FOUNDATION 44405846"" Sarasota FL scholarship application",Sarasota,Sarasota,656276425,744175,145040,B11,,name:scholarship;name:foundation;ntee-education:B11,,,,,,,,,
A,68,CATHOLIC EDUCATION SUPPORT FOUNDATION OF TAMPA,CATHOLIC EDUCATION SUPPORT FOUNDATION OF TAMPA,,"""CATHOLIC EDUCATION SUPPORT FOUNDATION OF TAMPA"" Tampa FL scholarship application",Tampa,Hillsborough,882144266,212365,250000,B82,,ntee:B82;name:foundation;ntee-education:B82;name:education,,,,,,,,,
A,68,CHEMICAL COATERS ASSOC INTERNL FINISHING EDUCATION FOUNDATION,CHEMICAL COATERS ASSOC INTERNL FINISHING EDUCATION FOUNDATION,,"""CHEMICAL COATERS ASSOC INTERNL FINISHING EDUCATION FOUNDATION"" Lakewood Ranch FL scholarship application",Lakewood Ranch,Manatee,832985088,137812,111231,B82,,ntee:B82;name:foundation;ntee-education:B82;name:education,,,,,,,,,
A,68,CHILDRENS MUSIC EDUCATION FOUNDATION,CHILDRENS MUSIC EDUCATION FOUNDATION,,"""CHILDRENS MUSIC EDUCATION FOUNDATION"" Bradenton FL scholarship application",Bradenton,Manatee,202745809,56714,2916,B82,,ntee:B82;name:foundation;ntee-education:B82;name:education,,,,,,,,,
A,68,GREATER SEMINOLE AREA SMALL BUSINESS EDUCATION FOUNDATION INC,GREATER SEMINOLE AREA SMALL BUSINESS EDUCATION FOUNDATION INC,,"""GREATER SEMINOLE AREA SMALL BUSINESS EDUCATION FOUNDATION INC"" Seminole FL scholarship application",Seminole,Pinellas,593596583,8502,1,B82,,ntee:B82;name:foundation;ntee-education:B82;name:education,,,,,,,,,
A,68,HERITAGE EDUCATIONAL ADVANCEMENT & RESOURCE TRUST FOUNDATION INC,HERITAGE EDUCATIONAL ADVANCEMENT & RESOURCE TRUST FOUNDATION INC,,"""HERITAGE EDUCATIONAL ADVANCEMENT & RESOURCE TRUST FOUNDATION INC"" North Port FL scholarship application",North Port,Sarasota,394095137,1,0,B82,,ntee:B82;name:foundation;ntee-education:B82;name:education,,,,,,,,,
A,68,3E ACADEMIC FOUNDATION INC,3E ACADEMIC FOUNDATION INC,,"""3E ACADEMIC FOUNDATION INC"" Lutz FL scholarship application",Lutz,Hillsborough,201183950,0,0,B82,,ntee:B82;name:foundation;ntee-education:B82;name:education,,,,,,,,,
A,68,PI IOTA EDUCATION FOUNDATION INC,PI IOTA EDUCATION FOUNDATION INC,,"""PI IOTA EDUCATION FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,203229659,0,0,B82,,ntee:B82;name:foundation;ntee-education:B82;name:education,,,,,,,,,
A,68,PUBLIC SERVICE EDUCATION FOUNDATION OF PINELLAS PARK,PUBLIC SERVICE EDUCATION FOUNDATION OF PINELLAS PARK,,"""PUBLIC SERVICE EDUCATION FOUNDATION OF PINELLAS PARK"" Pinellas Park FL scholarship application",Pinellas Park,Pinellas,364484668,0,0,B82,,ntee:B82;name:foundation;ntee-education:B82;name:education,,,,,,,,,
A,68,BETA SIGMA ZETA EDUCATIONAL FOUNDATION INC,BETA SIGMA ZETA EDUCATIONAL FOUNDATION INC,,"""BETA SIGMA ZETA EDUCATIONAL FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,384366211,0,0,B82,,ntee:B82;name:foundation;ntee-education:B82;name:education,,,,,,,,,
A,68,MIMMS EDUCATIONAL FOUNDATION INC,MIMMS EDUCATIONAL FOUNDATION INC,,"""MIMMS EDUCATIONAL FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,562619715,0,0,B82,,ntee:B82;name:foundation;ntee-education:B82;name:education,,,,,,,,,
A,68,RISING SCHOLARS FOUNDATION INC,RISING SCHOLARS FOUNDATION INC,,"""RISING SCHOLARS FOUNDATION INC"" Sarasota FL scholarship application",Sarasota,Sarasota,932653999,0,0,B90,,name:scholarship;name:foundation;ntee-education:B90,,,,,,,,,
A,63,SPECIAL OPERATIONS WARRIOR FOUNDATION,SPECIAL OPERATIONS WARRIOR FOUNDATION,,"""SPECIAL OPERATIONS WARRIOR FOUNDATION"" Tampa FL scholarship application",Tampa,Hillsborough,521183585,256640715,53909238,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,LIGHTNING FOUNDATION INC,LIGHTNING FOUNDATION INC,,"""LIGHTNING FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,593542305,4379203,5619664,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,RYAN WELLS FOUNDATION INC,RYAN WELLS FOUNDATION INC,,"""RYAN WELLS FOUNDATION INC"" Palm Harbor FL scholarship application",Palm Harbor,Pinellas,043824815,1823335,210691,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,BERNARD SANBERG MEMORIAL FOUNDATION INC,BERNARD SANBERG MEMORIAL FOUNDATION INC,,"""BERNARD SANBERG MEMORIAL FOUNDATION INC"" Lutz FL scholarship application",Lutz,Hillsborough,030447272,1171856,216063,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,GAMMA XI BOULE FOUNDATION INC,GAMMA XI BOULE FOUNDATION INC,,"""GAMMA XI BOULE FOUNDATION INC"" Bradenton FL scholarship application",Bradenton,Manatee,593711858,684253,203297,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,GARY AND DONNA KOCH FAMILY FOUNDATION INC,GARY AND DONNA KOCH FAMILY FOUNDATION INC,,"""GARY AND DONNA KOCH FAMILY FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,472173745,409371,85995,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,JASON ACKERMAN FOUNDATION INC,JASON ACKERMAN FOUNDATION INC,,"""JASON ACKERMAN FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,452642471,316315,95439,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,METALS SERVICE CENTER INSTITUTE FOUNDATION,METALS SERVICE CENTER INSTITUTE FOUNDATION,,"""METALS SERVICE CENTER INSTITUTE FOUNDATION"" Tampa FL scholarship application",Tampa,Hillsborough,200333704,219151,37490,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,REAGAN DELANEY TOKES MEMORIAL FOUNDATION,REAGAN DELANEY TOKES MEMORIAL FOUNDATION,,"""REAGAN DELANEY TOKES MEMORIAL FOUNDATION"" Sarasota FL scholarship application",Sarasota,Sarasota,823088492,179775,50143,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,FEZZIWIG WWJD FOUNDATION INC,FEZZIWIG WWJD FOUNDATION INC,,"""FEZZIWIG WWJD FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,202020014,173239,113351,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,YOUTH DEVELOPMENT FOUNDATION OF PINELLAS COUNTY INC,YOUTH DEVELOPMENT FOUNDATION OF PINELLAS COUNTY INC,,"""YOUTH DEVELOPMENT FOUNDATION OF PINELLAS COUNTY INC"" St Petersburg FL scholarship application",St Petersburg,Pinellas,912002544,146903,249049,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,HISPANIC PROFESSIONAL WOMEN S FOUNDATION INC,HISPANIC PROFESSIONAL WOMEN S FOUNDATION INC,,"""HISPANIC PROFESSIONAL WOMEN S FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,842933378,71721,97314,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,CORE TECHNOLOGY FOUNDATION INC,CORE TECHNOLOGY FOUNDATION INC,,"""CORE TECHNOLOGY FOUNDATION INC"" Osprey FL scholarship application",Osprey,Sarasota,882897351,44132,10753,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,IVY FOUNDATION INC,IVY FOUNDATION INC,,"""IVY FOUNDATION INC"" Bradenton FL scholarship application",Bradenton,Manatee,562537578,35052,35569,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,SCHOLARS CHRISTIAN PRESCHOOL AND ACADEMY INC,SCHOLARS CHRISTIAN PRESCHOOL AND ACADEMY INC,,"""SCHOLARS CHRISTIAN PRESCHOOL AND ACADEMY INC"" Tampa FL scholarship application",Tampa,Hillsborough,454704453,32589,355881,B20,,name:scholarship;ntee-education:B20;name:education,,,,,,,,,
A,63,COVENANT FOUNDATION OF FLORIDA INC,COVENANT FOUNDATION OF FLORIDA INC,,"""COVENANT FOUNDATION OF FLORIDA INC"" Clearwater FL scholarship application",Clearwater,Pinellas,842780998,27767,125338,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,COACH FRANK ORTEGA FOUNDATION INC,COACH FRANK ORTEGA FOUNDATION INC,,"""COACH FRANK ORTEGA FOUNDATION INC"" Valrico FL scholarship application",Valrico,Hillsborough,871058172,21911,0,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,ESSIE STROTHER PATTERSON LEGACY FOUNDATION,ESSIE STROTHER PATTERSON LEGACY FOUNDATION,,"""ESSIE STROTHER PATTERSON LEGACY FOUNDATION"" Tampa FL scholarship application",Tampa,Hillsborough,471736146,3638,105800,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,NORTH PORT CHAMBER FOUNDATION INC,NORTH PORT CHAMBER FOUNDATION INC,,"""NORTH PORT CHAMBER FOUNDATION INC"" North Port FL scholarship application",North Port,Sarasota,994505936,600,600,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,MOLLY MAGUIRES FOUNDATION INC,MOLLY MAGUIRES FOUNDATION INC,,"""MOLLY MAGUIRES FOUNDATION INC"" Clearwater FL scholarship application",Clearwater,Pinellas,261856568,1,0,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,CASTO MUSCLE FOUNDATION,CASTO MUSCLE FOUNDATION,,"""CASTO MUSCLE FOUNDATION"" Riverview FL scholarship application",Riverview,Hillsborough,460566959,1,18000,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,MAGGI GIVES BACK FOUNDATION INC,MAGGI GIVES BACK FOUNDATION INC,,"""MAGGI GIVES BACK FOUNDATION INC"" Oldsmar FL scholarship application",Oldsmar,Pinellas,881656827,1,0,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,PATRICK LECOURS MEMORIAL FOUNDATION,PATRICK LECOURS MEMORIAL FOUNDATION,,"""PATRICK LECOURS MEMORIAL FOUNDATION"" North Port FL scholarship application",North Port,Sarasota,030350828,0,0,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,FREEDOM HIGH SCHOOL ATHLETIC BOOSTER CLUB,FREEDOM HIGH SCHOOL ATHLETIC BOOSTER CLUB,,"""FREEDOM HIGH SCHOOL ATHLETIC BOOSTER CLUB"" Tampa FL scholarship application",Tampa,Hillsborough,061645835,0,0,B82,,ntee:B82;name:alumni/booster;ntee-education:B82,,,,,,,,,
A,63,THETA BETA FOUNDATION OF SOUTH FLORIDA INC A NOT FOR PROFIT CORP,THETA BETA FOUNDATION OF SOUTH FLORIDA INC A NOT FOR PROFIT CORP,,"""THETA BETA FOUNDATION OF SOUTH FLORIDA INC A NOT FOR PROFIT CORP"" Plant City FL scholarship application",Plant City,Hillsborough,201739102,0,0,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,ZIMMER FOUNDATION FOR CHINA,ZIMMER FOUNDATION FOR CHINA,,"""ZIMMER FOUNDATION FOR CHINA"" Bradenton FL scholarship application",Bradenton,Manatee,223915583,0,0,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,JENNIFER NOLLETTI MEMORIAL ART FOUNDATION,JENNIFER NOLLETTI MEMORIAL ART FOUNDATION,,"""JENNIFER NOLLETTI MEMORIAL ART FOUNDATION"" Palm Harbor FL scholarship application",Palm Harbor,Pinellas,261987324,0,0,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,HELP A FAMILY FOUNDATION INC,HELP A FAMILY FOUNDATION INC,,"""HELP A FAMILY FOUNDATION INC"" Zephyrhills FL scholarship application",Zephyrhills,Pasco,271569640,0,0,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
A,63,GRANDE SPORTS WORLD FOUNDATION,GRANDE SPORTS WORLD FOUNDATION,,"""GRANDE SPORTS WORLD FOUNDATION"" Sarasota FL scholarship application",Sarasota,Sarasota,273924560,0,0,B82,,ntee:B82;name:foundation;ntee-education:B82,,,,,,,,,
